ある
生れ
つか
し
泣い
い
し
いる
始め
いう
見
聞く
いう
あっ
いう
捕え
煮
食う
いう
ある
いう
思わ
載せ
持ち上げ
し
あっ
ある
落ちつい
見
いう
あろう
思っ
残っ
いる
もっ
さ
し
逢っ
出会わし
し
いる
し
吹く
咽せ
弱っ
飲む
いう
ある
知っ
坐っ
おっ
する
し
始め
動く
動く
分ら
廻る
なる
助から
思っ
いる
し
出
し
いる
考え出そう
し
分ら
付い
見る
い
おっ
見え
隠し
しまっ
違っ
明い
い
這い出し
見る
棄て
ある
這い出す
ある
坐っ
し
考え
見
いう
出
し
泣い
来
くれる
考え付い
やっ
見
来
渡っ
かかる
減っ
来
泣き
出
ある
ある
し
廻り
始め
し
這っ
行く
出
這入っ
なる
思っ
崩れ
もぐり込ん
破れ
い
し
知れ
ある
云っ
至る
する
なっ
いる
忍び込ん
し
分ら
なる
減る
降っ
来る
いう
出来
なっ
あるい
行く
考える
這入っ
おっ
見る
し
ある
逢っ
ある
見る
つかん
抛り出し
思っ
ねぶっ
任せ
い
し
出来
見
這い上っ
する
投げ出さ
投げ出さ
這い上り
這い上っ
投げ出さ
繰り返し
し
いる
云う
なっ
偸ん
し
やっ
下り
つまみ出さ
し
いい
出
来
ぶら下げ
向け
出し
出し
上っ
来
困り
いう
撚り
眺め
おっ
置い
やれ
いっ
這入っ
しまっ
聞か
見え
抛り出し
し
極める
し
ある
合せる
帰る
這入っ
出
来る
思っ
いる
ある
見せ
いる
いう
覗い
見る
し
いる
ある
読みかけ
ある
たらし
いる
帯び
あらわし
いる
食う
食っ
飲む
飲ん
ひろげる
読む
なる
垂らす
繰り返す
ある
考える
ある
いう
生れ
なる
限る
寝
い
勤まる
出来
云わ
来る
鳴らし
いる
住み込ん
あっ
行っ
付け
し
さ
至る
つけ
くれ
分る
出来
得る
入れ
くれ
いる
つとめ
読む
乗る
する
乗る
いう
構い
やむ
得ん
ある
寝る
し
入っ
もぐり込ん
ねる
ある
いう
なる
入っ
寝る
見出し
割り込む
ある
醒ます
なる
来
来
いっ
泣き
出す
ある
する
さまし
飛び出し
くる
叩か
し
すれ
する
せ
得
なっ
する
至っ
ある
し
かぶせ
抛り出し
押し込ん
する
しよう
追い廻し
加える
磨い
怒っ
入れ
顫え
い
ある
する
逢う
言っ
おら
産まれ
ある
持っ
行っ
棄て
来
流し
話し
し
し
する
戦っ
せ
なら
いわ
思う
いう
解し
い
いっ
し
いる
見付け
食う
ある
なっ
いる
守ら
訴え
しかる
見え
見付け
せ
ある
頼ん
食い
得
奪っ
すまし
いる
おり
持っ
いる
住ん
いる
関する
ある
かこう
送ら
栄える
ある
待つ
思い出し
し
しよう
いっ
勝れ
出来る
出し
やっ
し
出し
かい
よる
凝っ
習っ
鳴らし
する
なっ
おら
やり
出す
うたっ
つけ
いる
関せ
繰返し
いる
吹き出す
ある
いう
なっ
住み込ん
ある
提げ
帰っ
来
買っ
来
思う
いう
やめ
かく
見え
いう
し
かい
いる
かき上げ
見る
かい
つか
思っ
やっ
いる
来
し
いる
聞い
かけ
見る
とっ
見る
感ずる
ある
見
かけ
かける
し
以
言っ
ある
かく
写せ
飛ぶ
走る
かこう
思う
し
いっ
ある
知ら
し
いる
嘲ける
見え
出
し
い
出
来
やっ
いる
覚め
し
いる
あけ
見る
極め込ん
いる
見
覚え
する
禁じ
得
せ
し
し
ある
ある
寝
し
たまら
執っ
いる
動い
思っ
し
おっ
かき上げ
彩っ
いる
する
し
いいあえ
勝る
思っ
おら
